Time	Setpoint	Input	Output
145	150	56.5	2000
146	150	58.25	2000
147	150	58.5	2000
148	150	59.25	2000
149	150	59.75	2000
150	150	60	2000
151	150	61	2000
152	150	61.5	2000
153	150	61.5	2000
154	150	61.75	2000
155	150	62.5	2000
156	150	63.25	2000
157	150	64	2000
158	150	64.5	2000
159	150	65.25	2000
160	150	66	2000
161	150	66.25	2000
162	150	67	2000
163	150	67.75	2000
164	150	68.25	2000
165	150	69	2000
166	150	69.25	2000
167	150	70.25	2000
168	150	71	2000
169	150	71.25	2000
170	150	72	2000
171	150	72.5	2000
172	150	72.75	2000
173	150	73.5	2000
174	150	73.5	2000
175	150	74.75	2000
176	150	75.5	2000
177	150	76	2000
178	150	76.5	2000
179	150	77.25	2000
180	150	77.25	2000
181	150	78.5	2000
182	150	78.5	2000
183	150	79.5	2000
184	150	80.25	2000
185	150	81	2000
186	150	82	2000
187	150	82.5	2000
188	150	82.5	2000
189	150	83.5	2000
190	150	84.5	2000
191	150	84.5	2000
192	150	85	2000
193	150	86.25	2000
194	150	86.75	2000
195	150	87.5	2000
196	150	88	2000
197	150	88.25	2000
198	150	89	2000
199	150	90	2000
200	150	90	2000
201	150	91	2000
202	150	91.75	2000
203	150	92.25	2000
204	150	93	2000
205	150	93.75	2000
206	150	94.5	2000
207	150	95	2000
208	150	95.5	2000
209	150	96	2000
210	150	96.5	2000
211	150	96.75	2000
212	150	98	2000
213	150	98.25	2000
214	150	99.75	2000
215	150	100	2000
216	150	100.5	2000
217	150	101.5	2000
218	150	102	2000
219	150	102.5	2000
220	150	103.5	2000
221	150	103.75	2000
222	150	104.25	2000
223	150	105	2000
224	150	106	2000
225	150	106	2000
226	150	106.75	2000
227	150	107.75	2000
228	150	108.25	2000
229	150	108.75	2000
230	150	109.75	2000
231	150	110	2000
232	150	111	2000
233	150	111.5	2000
234	150	112	2000
235	150	112.25	2000
236	150	113.25	2000
237	150	113.5	2000
238	150	113.5	2000
239	150	114.5	2000
240	150	115.5	2000
241	150	116.25	2000
242	150	116.75	2000
243	150	117.25	2000
244	150	117.75	2000
245	150	118.25	2000
246	150	119.25	2000
247	150	119.5	2000
248	150	120.5	2000
249	150	120.75	2000
250	150	121	2000
251	150	122	2000
252	150	122.75	2000
253	150	123.25	2000
254	150	123.75	2000
255	150	124.5	2000
256	150	125.25	2000
257	150	125.5	2000
258	150	125.5	2000
259	150	126.25	2000
260	150	127.25	2000
261	150	127.5	2000
262	150	128.5	2000
263	150	128.5	2000
264	150	129.5	2000
265	150	129.75	2000
266	150	130.75	2000
267	150	131.25	2000
268	150	131.75	2000
269	150	132	2000
270	150	133	2000
271	150	133.5	2000
272	150	134	2000
273	150	134.75	2000
274	150	135.25	2000
275	150	135.75	2000
276	150	136.5	2000
277	150	136.75	1941.92
278	150	137	1927.25
279	150	138	1902.57
280	150	138	1787.87
281	150	138.75	1808.17
282	150	139.75	1718.46
283	150	140.5	1613.71
284	150	140.5	1543.95
285	150	141.75	1559.19
286	150	142	1409.39
287	150	142.75	1404.59
288	150	143	1319.77
289	150	143.75	1304.95
290	150	144.25	1220.11
291	150	144	1175.25
292	150	145	1215.4
293	150	146.25	1090.52
294	150	146	960.62
295	150	147	1015.72
296	150	147	890.79
297	150	148.25	910.87
298	150	148.25	760.91
299	150	149.25	785.96
300	150	149.5	665.97
301	150	150.25	655.99
302	155	150.25	1848.72
303	155	150.5	2000
304	155	150.75	1899.19
305	155	150.75	1824.4
306	155	151.25	1887.11
307	155	152	1612.3
308	155	152	1324.95
309	155	153.5	1512.6
310	155	153.25	687.67
311	155	154.5	1200.26
312	160	154.25	1950.54
313	160	154.5	2000
314	160	154.75	2000
315	160	154.75	2000
316	160	155.25	2000
317	160	155.25	1914.36
318	160	156	2000
319	160	156	1627.3
320	160	156.75	1677.49
321	160	157.25	1465.15
322	165	156.75	2000
323	165	157.75	2000
324	165	158	2000
325	165	158.5	2000
326	165	159	2000
327	165	159.25	2000
328	165	159.25	2000
329	165	159.75	2000
330	165	160.25	2000
331	165	160.25	1918.34
332	170	161	2000
333	170	160.75	2000
334	170	161.75	2000
335	170	162.25	2000
336	170	162.25	2000
337	170	162.25	2000
338	170	163.25	2000
339	170	164	2000
340	170	163.75	2000
341	170	164	2000
342	175	164.25	2000
343	175	164.75	2000
344	175	165.25	2000
345	175	165.5	2000
346	175	166.25	2000
347	175	165.75	2000
348	175	166.75	2000
349	175	166.75	2000
350	175	167.25	2000
351	175	167.25	2000
352	180	167.5	2000
353	180	168	2000
354	180	168	2000
355	180	168.5	2000
356	180	169	2000
357	180	169	2000
358	180	169	2000
359	180	169.5	2000
360	180	170.25	2000
361	180	170.5	2000
362	224	170.75	2000
363	224	171.25	2000
364	224	170.75	2000
365	224	171.75	2000
366	224	172.25	2000
367	224	172	2000
368	224	172.75	2000
369	224	172.75	2000
370	224	172.75	2000
371	224	173.25	2000
372	224	173.75	2000
373	224	174	2000
374	224	174.25	2000
375	224	174.5	2000
376	224	174.75	2000
377	224	174.75	2000
378	224	174.5	2000
379	224	175.5	2000
380	224	175.75	2000
381	224	176.25	2000
382	224	176.75	2000
383	224	176.5	2000
384	224	176.75	2000
385	224	177.5	2000
386	224	178	2000
387	224	178	2000
388	224	178.25	2000
389	224	178.25	2000
390	224	179	2000
391	224	179	2000
392	224	179	2000
393	224	180	2000
394	224	179.75	2000
395	224	180.25	2000
396	224	180.5	2000
397	224	180.5	2000
398	224	181.25	2000
399	224	181.25	2000
400	224	181.75	2000
401	224	181.5	2000
402	224	182	2000
403	224	182.5	2000
404	224	182.75	2000
405	224	182.75	2000
406	224	183	2000
407	224	183.5	2000
408	224	183.5	2000
409	224	184	2000
410	224	184.25	2000
411	224	184.25	2000
412	224	184.5	2000
413	224	185	2000
414	224	185.5	2000
415	224	185.5	2000
416	224	185.5	2000
417	224	186.25	2000
418	224	186	2000
419	224	186.75	2000
420	224	186	2000
421	224	186.75	2000
422	224	187.25	2000
423	224	187	2000
424	224	187.5	2000
425	224	188	2000
426	224	187.75	2000
427	224	188.25	2000
428	224	188.5	2000
429	224	188.25	2000
430	224	189	2000
431	224	189	2000
432	224	189	2000
433	224	189.5	2000
434	224	189.75	2000
435	224	190	2000
436	224	190.25	2000
437	224	190.5	2000
438	224	190.75	2000
439	224	191	2000
440	224	190.5	2000
441	224	191.75	2000
442	224	191.5	2000
443	224	192	2000
444	224	192	2000
445	224	192.5	2000
446	224	192.75	2000
447	224	192.5	2000
448	224	193.25	2000
449	224	193.25	2000
450	224	193.5	2000
451	224	193.75	2000
452	224	193.75	2000
453	224	194.25	2000
454	224	193.75	2000
455	224	194.75	2000
456	224	194.75	2000
457	224	195.25	2000
458	224	195.25	2000
459	224	195.25	2000
460	224	196	2000
461	224	196	2000
462	224	196	2000
463	224	196	2000
464	224	196.75	2000
465	224	196.25	2000
466	224	196.5	2000
467	224	196.75	2000
468	224	197.5	2000
469	224	197.25	2000
470	224	197.75	2000
471	224	198	2000
472	224	198.25	2000
473	224	198.5	2000
474	224	197.75	2000
475	224	198.5	2000
476	224	198.75	2000
477	224	198.75	2000
478	224	199.5	2000
479	224	199.25	2000
480	224	199.75	2000
481	224	199.5	2000
482	224	199.75	2000
483	224	200	2000
484	224	200.5	2000
485	224	200.5	2000
486	224	200.25	2000
487	224	201	2000
488	224	200.75	2000
489	224	201.25	2000
490	224	201	2000
491	224	201.75	2000
492	224	201.25	2000
493	224	201.5	2000
494	224	202.25	2000
495	224	202.5	2000
496	224	202.5	2000
497	224	202	2000
498	224	202.5	2000
499	224	202.5	2000
500	224	203	2000
501	224	203.25	2000
502	224	203.5	2000
503	224	204	2000
504	224	203.5	2000
505	224	204.25	2000
506	224	204	2000
507	224	204.75	2000
508	224	204.5	2000
509	224	205	2000
510	224	204.75	2000
511	224	205	2000
512	224	205.25	2000
513	224	204.75	2000
514	224	205.25	2000
515	224	204.75	2000
516	224	206	2000
517	224	206	2000
518	224	206	2000
519	224	206	2000
520	224	206.5	2000
521	224	206.5	2000
522	224	206.75	2000
523	224	207.25	2000
524	224	207	2000
525	224	206.5	2000
526	224	207.5	2000
527	224	207.5	2000
528	224	207.5	2000
529	224	207.5	2000
530	224	207.75	2000
531	224	208.25	2000
532	224	207.75	2000
533	224	208	2000
534	224	208.25	2000
535	224	208.75	2000
536	224	208.75	2000
537	224	208.75	2000
538	224	209	2000
539	224	209	2000
540	224	209.5	2000
541	224	209.25	2000
542	224	209.25	2000
543	224	209.25	2000
544	224	209.5	2000
545	224	210	2000
546	224	210	2000
547	224	210.25	2000
548	224	210.75	2000
549	224	210.5	2000
550	224	211	2000
551	224	211	2000
552	224	211	2000
553	224	210.5	2000
554	224	211.25	2000
555	224	211.5	2000
556	224	211.75	2000
557	224	211.75	2000
558	224	212	2000
559	224	211.75	2000
560	224	212.25	2000
561	224	211.75	2000
562	224	212	2000
563	224	212.5	2000
564	224	212.5	2000
565	224	212.5	2000
566	224	212.75	2000
567	224	213	2000
568	224	212.75	2000
569	224	213.25	2000
570	224	213.25	2000
571	224	213	2000
572	224	213.5	2000
573	224	213.5	2000
574	224	214	2000
575	224	213.5	2000
576	224	214	2000
577	224	214.25	2000
578	224	214.5	2000
579	224	214.5	2000
580	224	214.75	2000
581	224	214.75	2000
582	224	214.5	2000
583	224	215.25	2000
584	224	215	2000
585	224	215.25	2000
586	224	215.25	2000
587	224	215.5	2000
588	224	215.5	2000
589	224	215.5	2000
590	224	215.5	2000
591	224	215.25	2000
592	224	216	2000
593	224	216	2000
594	224	216.5	2000
595	224	216.5	2000
596	224	216	2000
597	224	215.5	2000
598	224	215.75	2000
599	224	215.5	2000
600	224	216	2000
601	224	216	2000
602	224	215.75	2000
603	224	216	2000
604	224	216.5	2000
605	224	216	2000
606	224	216.5	2000
607	224	216.5	2000
608	224	216.5	2000
609	224	216.75	2000
610	224	216.5	2000
611	224	217	2000
612	224	217	2000
613	224	217	2000
614	224	217	2000
615	224	217.25	2000
616	224	217	2000
617	224	217.25	2000
618	224	217.5	2000
619	224	217.5	2000
620	224	217	2000
621	224	217.5	2000
622	224	218	2000
623	224	217.25	2000
624	224	217.5	2000
625	224	218	2000
626	224	218	2000
627	224	218	2000
628	224	218.25	2000
629	224	217.5	2000
630	224	218	2000
631	224	218	2000
632	224	218.75	2000
633	224	218.5	2000
634	224	218.75	2000
635	224	218.25	2000
636	224	218.75	2000
637	224	219.25	2000
638	100	219.25	0
639	100	219.75	0
640	100	220.75	0
641	100	220.5	0
642	100	221.25	0
643	100	221.75	0
644	100	221.5	0
645	100	221.5	0
646	100	221.5	0
647	100	221.75	0
648	100	222	0
649	100	222.25	0
650	100	222.5	0
651	100	222.75	0
652	100	222.25	0
653	100	222.75	0
654	100	222.25	0
655	100	222.5	0
656	100	222.5	0
657	100	222.5	0
658	100	222.5	0
659	100	222.75	0
660	100	222.75	0
661	100	222.25	0
662	100	222.25	0
663	100	222.25	0
664	100	222.75	0
665	100	222.5	0
666	100	222.25	0
667	100	221.75	0
668	100	222.25	0
669	100	222.25	0
670	100	222	0
671	100	222	0
672	100	221.5	0
673	100	220.25	0
674	100	219	0
675	100	217.75	0
676	100	216.75	0
677	100	215.5	0
678	100	214.5	0
679	100	213	0
680	100	212.25	0
681	100	211.5	0
682	100	210.5	0
683	100	209.25	0
684	100	208	0
685	100	207	0
686	100	206	0
687	100	204.75	0
688	100	204	0
689	100	202.5	0
690	100	201.75	0
691	100	200.75	0
692	100	200	0
693	100	199.25	0
694	100	198	0
695	100	197	0
696	100	196.25	0
697	100	195.5	0
698	100	195.5	0
699	100	193.5	0
700	100	193.5	0
701	100	191.25	0
702	100	190.25	0
703	100	189.5	0
704	100	188.75	0
705	100	187.75	0
706	100	186.75	0
707	100	186	0
708	100	184.75	0
709	100	183.75	0
710	100	183.75	0
711	100	182	0
712	100	182	0
713	100	181.5	0
714	100	180.5	0
715	100	180	0
716	100	179	0
717	100	178	0
718	100	178	0
719	100	178	0
720	100	176.75	0
721	100	175.75	0
722	100	175	0
723	100	174.5	0
724	100	173.5	0
725	100	172.75	0
726	100	172	0
727	100	171.75	0
728	100	171	0
729	100	170.25	0
730	100	170.25	0
731	100	169	0
732	100	168.25	0
733	100	166.75	0
734	100	166.5	0
735	100	166	0
736	100	165	0
737	100	164.75	0
738	100	163.75	0
739	100	163.25	0
740	100	162.25	0
741	100	161	0
742	100	159.75	0
743	100	160.25	0
744	100	157	0
745	100	155.25	0
746	100	155	0
747	100	155.5	0
748	100	153.75	0
749	100	154.75	0
750	100	154.5	0
751	100	152.75	0
752	100	149.75	0
753	100	152.5	0
754	100	151.75	0
755	100	150.75	0
756	100	149	0
757	100	150.25	0
758	100	149.75	0
759	100	149	0
760	100	148.75	0
761	100	144	0
762	100	147.5	0
763	100	145.75	0
764	100	145.75	0
765	100	145.75	0
766	100	143.5	0
767	100	144.5	0
768	100	143.75	0
769	100	143.25	0
770	100	142.5	0
771	100	141.75	0
772	100	139.75	0
773	100	140.5	0
774	100	139	0
775	100	138.25	0
776	100	138.5	0
777	100	138	0
778	100	137.5	0
779	100	136	0
780	100	135.5	0
781	100	132.75	0
782	100	134.25	0
783	100	130	0
784	100	133.5	0
785	100	132.75	0
786	100	131.75	0
787	100	131	0
788	100	131	0
789	100	129.5	0
790	100	128.5	0
791	100	128.5	0
792	100	128	0
793	100	126.75	0
794	100	125.75	0
795	100	125.75	0
796	100	125.25	0
797	100	124.25	0
798	100	124.25	0
799	100	123.75	0
800	100	122	0
801	100	122	0
802	100	121	0
803	100	120.75	0
804	100	120	0
805	100	119.75	0
806	100	119	0
807	100	118.5	0
808	100	118	0
809	100	117.5	0
810	100	116.5	0
811	100	116.25	0
812	100	115.75	0
813	100	115.25	0
814	100	114	0
815	100	114.25	0
816	100	113.5	0
817	100	113	0
818	100	113	0
819	100	111.75	0
820	100	111.25	0
821	100	110.25	0
822	100	109.75	0
823	100	109.5	0
824	100	109.5	0
825	100	108.75	0
826	100	108.25	0
827	100	107.5	0
828	100	107	0
829	100	106.5	0
830	100	106.5	0
831	100	105.25	0
832	100	105	0
833	100	104.75	0
834	100	104.25	0
835	100	104	0
836	100	103.5	0
837	100	102.75	0
838	100	102.25	0
839	100	102.25	0
840	100	101.25	0
841	100	100.75	271.96
842	100	100.75	246.92
843	100	100.5	71.89
844	100	99	234.36
