Time	Setpoint	Input	Output
209	224	181.75	2000
210	224	182.5	2000
211	224	182.5	2000
212	224	183.25	2000
213	224	183.75	2000
214	224	183.5	2000
215	224	183.5	2000
216	224	184	2000
217	224	183.75	2000
218	224	185	2000
219	224	186.25	2000
220	224	186.75	2000
221	224	186.75	2000
222	224	187.25	2000
223	224	187.25	2000
224	224	188.25	2000
225	224	188.5	2000
226	224	189	2000
227	224	189.75	2000
228	224	189.25	2000
229	224	189.5	2000
230	224	189.75	2000
231	224	190.5	2000
232	224	191.75	2000
233	224	192.25	2000
234	224	193.25	2000
235	224	193.75	2000
236	224	193.75	2000
237	224	194.5	2000
238	224	194.5	2000
239	224	194.75	2000
240	224	195.25	2000
241	224	196.25	2000
242	224	196.25	2000
243	224	197.75	2000
244	224	197	2000
245	224	198.25	2000
246	224	197.75	2000
247	224	198.5	2000
248	224	198.75	2000
249	224	199.5	2000
250	224	200	2000
251	224	200	2000
252	224	201	2000
253	224	202	2000
254	224	202.75	2000
255	224	203	2000
256	224	203.25	2000
257	224	204.25	2000
258	224	204.25	2000
259	224	204.5	2000
260	224	205.25	2000
261	224	205.5	2000
262	224	206.25	2000
263	224	207.75	2000
264	224	208.25	2000
265	224	209	2000
266	224	209.75	2000
267	224	210.25	2000
268	224	210.75	2000
269	224	211	2000
270	224	211.5	2000
271	224	211.5	2000
272	224	211.75	2000
273	224	213	2000
274	224	212.5	2000
275	224	213.25	2000
276	224	213.25	2000
277	224	214.5	2000
278	224	214.5	2000
279	224	214.75	2000
280	224	215	2000
281	224	215.25	2000
282	224	216.5	2000
283	224	216	2000
284	224	217.25	2000
285	224	218	1963.78
286	224	218.75	1914.08
287	224	218.25	1689.34
288	224	219.5	2000
289	100	219.75	0
290	100	219.75	0
291	100	220	0
292	100	220	0
293	100	220.25	0
294	100	220.25	0
295	100	219.75	0
296	100	220	0
297	100	220.25	0
298	100	221.25	0
299	100	221	0
300	100	220.75	0
301	100	220	0
302	100	220.5	0
303	100	220.25	0
304	100	220.25	0
305	100	220.25	0
306	100	219.5	0
307	100	220	0
308	100	219.5	0
309	100	219	0
310	100	218.75	0
311	100	217.75	0
312	100	218	0
313	100	217.75	0
314	100	217.5	0
315	100	216.75	0
316	100	216.75	0
317	100	216.5	0
318	100	216	0
319	100	215.75	0
320	100	215	0
321	100	214.75	0
322	100	214	0
323	100	213	0
324	100	213	0
325	100	212.5	0
326	100	212.5	0
327	100	211.75	0
328	100	210.75	0
329	100	211.25	0
330	100	210	0
331	100	209.5	0
332	100	208.5	0
333	100	209	0
334	100	208.5	0
335	100	207.5	0
336	100	207.25	0
337	100	206.5	0
338	100	206.5	0
339	100	206.25	0
340	100	205.5	0
341	100	205	0
342	100	204	0
343	100	203.5	0
344	100	203.5	0
345	100	203	0
346	100	202.25	0
347	100	201.25	0
348	100	201	0
349	100	200.5	0
350	100	199.75	0
351	100	199.5	0
352	100	199.25	0
353	100	198.75	0
354	100	198.5	0
355	100	197.75	0
356	100	197.25	0
357	100	197.25	0
358	100	197.25	0
359	100	196	0
360	100	195.25	0
361	100	194.75	0
362	100	194	0
363	100	194	0
364	100	193.75	0
365	100	192.5	0
366	100	192.25	0
367	100	191.75	0
368	100	191.5	0
369	100	191	0
370	100	190.75	0
371	100	190.5	0
372	100	190	0
373	100	189.5	0
374	100	188.25	0
375	100	188.25	0
376	100	188.25	0
377	100	187.75	0
378	100	187.25	0
379	100	187.25	0
380	100	186.5	0
381	100	186	0
382	100	186	0
383	100	185.25	0
384	100	185	0
385	100	184.25	0
386	100	183.75	0
387	100	183.5	0
388	100	183	0
389	100	182.5	0
390	100	181.75	0
391	100	181.75	0
392	100	181.25	0
393	100	181.25	0
394	100	180.25	0
395	100	180.25	0
396	100	179.5	0
397	100	179.5	0
398	100	179.25	0
399	100	179	0
400	100	178.25	0
401	100	178	0
402	100	177.5	0
403	100	177.25	0
404	100	177	0
405	100	176.75	0
406	100	176.5	0
407	100	176	0
408	100	175.75	0
409	100	175.75	0
410	100	175	0
411	100	174.75	0
412	100	174.5	0
413	100	174.25	0
414	100	173.5	0
415	100	173.25	0
416	100	173	0
417	100	172	0
418	100	172	0
419	100	171.75	0
420	100	171.75	0
421	100	171.75	0
422	100	171	0
423	100	170.5	0
424	100	170.75	0
425	100	169.75	0
426	100	169.75	0
427	100	169.5	0
428	100	169	0
429	100	169	0
430	100	168.5	0
431	100	168	0
432	100	167.75	0
433	100	167.25	0
434	100	167	0
435	100	166.75	0
436	100	166.75	0
437	100	166	0
438	100	165.75	0
439	100	165.5	0
440	100	165.5	0
441	100	165	0
442	100	164.75	0
443	100	164.25	0
444	100	163.75	0
445	100	163.75	0
446	100	163.75	0
447	100	163.75	0
448	100	162.75	0
449	100	163.25	0
450	100	162.5	0
451	100	162.25	0
452	100	162	0
453	100	161.25	0
454	100	161	0
455	100	161.5	0
456	100	161.5	0
457	100	160.75	0
458	100	160.25	0
459	100	159.75	0
460	100	159.5	0
461	100	159.5	0
462	100	159	0
463	100	158.25	0
464	100	158	0
465	100	158	0
466	100	157.75	0
467	100	157	0
468	100	157	0
469	100	157.25	0
470	100	156.75	0
471	100	156.25	0
472	100	156.25	0
473	100	156.25	0
474	100	155.5	0
475	100	154.25	0
476	100	154.25	0
477	100	154.5	0
478	100	153.75	0
479	100	153.75	0
480	100	152.5	0
481	100	153	0
482	100	152.75	0
483	100	152	0
484	100	151.75	0
485	100	152	0
486	100	151.5	0
487	100	151.25	0
488	100	151.25	0
489	100	151	0
490	100	150.25	0
491	100	150.25	0
492	100	149.5	0
493	100	149.75	0
494	100	149	0
495	100	149	0
496	100	149	0
497	100	148.75	0
498	100	148.25	0
499	100	148	0
500	100	147.75	0
501	100	148.25	0
502	100	147.5	0
503	100	147.75	0
504	100	147.5	0
505	100	147	0
506	100	147	0
507	100	147	0
508	100	146.25	0
509	100	145.75	0
510	100	146.25	0
511	100	146	0
512	100	145.5	0
513	100	145	0
514	100	145.25	0
515	100	144.5	0
516	100	144.25	0
517	100	144.75	0
518	100	144.25	0
519	100	144.25	0
520	100	144	0
521	100	144.25	0
522	100	143.75	0
523	100	143.5	0
524	100	143.5	0
525	100	143	0
526	100	143.5	0
527	100	142.75	0
528	100	142.75	0
529	100	141.75	0
530	100	141.75	0
531	100	142.25	0
532	100	141.75	0
533	100	141.75	0
534	100	140.75	0
535	100	141	0
536	100	141.25	0
537	100	141.25	0
538	100	140.75	0
539	100	140.25	0
540	100	139.75	0
541	100	139.75	0
542	100	140	0
543	100	139.25	0
544	100	139	0
545	100	139	0
546	100	139	0
547	100	139	0
548	100	138.25	0
549	100	138.75	0
550	100	138.25	0
551	100	138	0
552	100	137.75	0
553	100	137.75	0
554	100	137.25	0
555	100	136.75	0
556	100	136.75	0
557	100	136.25	0
558	100	136.25	0
559	100	136	0
560	100	135.75	0
561	100	135	0
562	100	135.25	0
563	100	135.25	0
564	100	134.75	0
565	100	134.75	0
566	100	134.75	0
567	100	134.5	0
568	100	134.25	0
569	100	134.5	0
570	100	133.25	0
571	100	134	0
572	100	133.75	0
573	100	133.25	0
574	100	133.5	0
575	100	133.25	0
576	100	132.75	0
577	100	132.75	0
578	100	132.5	0
579	100	132.75	0
580	100	132.5	0
581	100	131.75	0
582	100	132	0
583	100	131.75	0
584	100	131.75	0
585	100	131.25	0
586	100	131.25	0
587	100	131.25	0
588	100	130.5	0
589	100	130.5	0
590	100	130.5	0
591	100	130	0
592	100	129.75	0
593	100	129.5	0
594	100	129.25	0
595	100	129.25	0
596	100	128.75	0
597	100	128.75	0
598	100	128.25	0
599	100	128	0
600	100	128	0
601	100	127.75	0
602	100	127.75	0
603	100	127.75	0
604	100	127.75	0
605	100	127	0
606	100	127	0
607	100	126.5	0
608	100	126.75	0
609	100	126.5	0
610	100	126.25	0
611	100	126.5	0
612	100	126	0
613	100	126	0
614	100	125.5	0
615	100	125.5	0
616	100	125.25	0
617	100	125.25	0
618	100	124.75	0
619	100	124.5	0
620	100	124.5	0
621	100	124.25	0
622	100	124.5	0
623	100	124.25	0
624	100	123.5	0
625	100	123.75	0
626	100	123.75	0
627	100	123.75	0
628	100	122.5	0
629	100	123.25	0
630	100	122.25	0
631	100	122.25	0
632	100	122.25	0
633	100	121.25	0
634	100	121.75	0
635	100	121.5	0
636	100	121.25	0
637	100	121.25	0
638	100	120.5	0
639	100	120.25	0
640	100	120.75	0
641	100	120.25	0
642	100	120.25	0
643	100	119.5	0
644	100	119.75	0
645	100	119.75	0
646	100	118.75	0
647	100	118.75	0
648	100	118.5	0
649	100	118.5	0
650	100	118.5	0
651	100	118	0
652	100	117.75	0
653	100	117.75	0
654	100	117.25	0
655	100	118	0
656	100	117.75	0
657	100	117.25	0
658	100	116.75	0
659	100	117.25	0
660	100	117.25	0
661	100	116.75	0
662	100	116.75	0
663	100	116.25	0
664	100	116.25	0
665	100	116.25	0
666	100	115.75	0
667	100	116	0
668	100	115.75	0
669	100	115	0
670	100	114.75	0
671	100	114.75	0
672	100	114.75	0
673	100	114.25	0
674	100	114.25	0
675	100	114.5	0
676	100	114	0
677	100	113.75	0
678	100	113.25	0
679	100	113.25	0
680	100	114	0
681	100	113.5	0
682	100	113.25	0
683	100	113.5	0
684	100	113.25	0
685	100	112.25	0
686	100	112.5	0
687	100	112.5	0
688	100	112	0
689	100	112	0
690	100	112.25	0
691	100	111.75	0
692	100	111.5	0
693	100	111.75	0
694	100	111.25	0
695	100	111	0
696	100	110.75	0
697	100	110	0
698	100	110.5	0
699	100	110.5	0
700	100	109.75	0
701	100	109.5	0
702	100	109.25	0
703	100	109	0
704	100	109.25	0
705	100	109.25	0
706	100	108.75	0
707	100	108.5	0
708	100	108.5	0
709	100	108	0
710	100	107.75	0
711	100	107.5	0
712	100	107.5	0
713	100	107.5	0
714	100	107	0
715	100	106.75	0
716	100	106.75	0
717	100	107	0
718	100	106.25	0
719	100	106.75	0
720	100	106.5	0
721	100	106.25	0
722	100	106.5	0
723	100	106.25	0
724	100	104.75	0
725	100	98.75	0
